dates,etcs,parks,results,times,year
09.22(금),-,대전,롯데 win 2 vs lose 0 한화,18:30,2017
09.23(토),-,대전,삼성 lose 7 vs win 8 한화,17:00,2017
09.24(일),-,광주,한화 win 5 vs lose 0 KIA,14:00,2017
09.26(화),-,사직,한화 lose 8 vs win 11 롯데,18:30,2017
09.28(목),-,대전,KIA win 7 vs lose 4 한화,18:30,2017
09.29(금),-,대전,KIA win 7 vs lose 2 한화,18:30,2017
09.30(토),-,대전,SK win 4 vs lose 1 한화,17:00,2017
09.01(금),-,사직,NC lose 1 vs win 6 롯데,18:30,2017
09.02(토),-,사직,한화 lose 0 vs win 9 롯데,17:00,2017
09.03(일),-,사직,한화 lose 2 vs win 7 롯데,14:00,2017
09.05(화),-,문학,롯데 lose 2 vs win 6 SK,18:30,2017
09.06(수),우천취소,문학,롯데vs SK,18:30,2017
09.07(목),-,사직,삼성 win 6 vs lose 5 롯데,18:30,2017
09.08(금),-,사직,삼성 lose 5 vs win 6 롯데,18:30,2017
09.09(토),-,수원,롯데 lose 2 vs win 3 KT,17:00,2017
09.10(일),-,수원,롯데 win 7 vs lose 5 KT,14:00,2017
09.12(화),-,잠실,롯데 win 2 vs lose 1 LG,18:30,2017
09.13(수),-,잠실,롯데 lose 1 vs win 3 LG,18:30,2017
09.14(목),-,사직,KIA win 11 vs lose 2 롯데,18:30,2017
09.15(금),-,사직,KIA lose 3 vs win 4 롯데,18:30,2017
09.16(토),-,사직,SK lose 1 vs win 6 롯데,17:00,2017
09.17(일),-,사직,SK lose 5 vs win 9 롯데,14:00,2017
09.19(화),-,사직,두산 win 8 vs lose 3 롯데,18:30,2017
09.22(금),-,대전,롯데 win 2 vs lose 0 한화,18:30,2017
09.23(토),-,사직,넥센 lose 2 vs win 7 롯데,17:00,2017
09.26(화),-,사직,한화 lose 8 vs win 11 롯데,18:30,2017
09.29(금),-,문학,롯데 win 7 vs lose 2 SK,18:30,2017
09.01(금),-,광주,두산 lose 3 vs win 5 KIA,18:30,2017
09.02(토),-,잠실,삼성 win 3 vs lose 2 두산,17:00,2017
09.03(일),-,잠실,삼성 lose 1 vs win 7 두산,14:00,2017
09.05(화),-,대전,두산 lose 4 vs win 6 한화,18:30,2017
09.06(수),-,대전,두산 win 13 vs lose 9 한화,18:30,2017
09.07(목),-,잠실,KT win 7 vs lose 3 두산,18:30,2017
09.08(금),-,잠실,KT lose 2 vs win 3 두산,18:30,2017
09.09(토),-,잠실,두산 lose 3 vs win 4 LG,17:00,2017
09.10(일),-,잠실,두산 win 5 vs lose 1 LG,14:00,2017
09.12(화),-,마산,두산 win 14 vs lose 13 NC,18:30,2017
09.13(수),-,마산,두산 win 13 vs lose 3 NC,18:30,2017
09.14(목),-,잠실,SK win 8 vs lose 6 두산,18:30,2017
09.15(금),-,잠실,SK win 5 vs lose 0 두산,18:30,2017
09.16(토),-,대구,두산 win 9 vs lose 5 삼성,17:00,2017
09.17(일),-,대구,두산 win 21 vs lose 8 삼성,14:00,2017
09.19(화),-,사직,두산 win 8 vs lose 3 롯데,18:30,2017
09.20(수),-,마산,두산 win 3 vs lose 2 NC,18:30,2017
09.22(금),-,광주,두산 win 6 vs lose 0 KIA,18:30,2017
09.24(일),-,잠실,KT lose 4 vs win 6 두산,14:00,2017
09.27(수),-,수원,두산 lose 2 vs win 3 KT,18:30,2017
09.29(금),-,잠실,두산 win 5 vs lose 3 LG,18:30,2017
09.01(금),-,잠실,넥센 lose 2 vs win 6 LG,18:30,2017
09.02(토),-,마산,LG lose 0 vs win 6 NC,17:00,2017
09.03(일),-,마산,LG lose 0 vs win 5 NC,14:00,2017
09.05(화),-,잠실,KIA lose 3 vs win 4 LG,18:30,2017
09.06(수),-,잠실,KIA lose 0 vs win 6 LG,18:30,2017
09.07(목),-,고척,LG same 1 vs same 1 넥센,18:30,2017
09.08(금),-,고척,LG win 10 vs lose 9 넥센,18:30,2017
09.09(토),-,잠실,두산 lose 3 vs win 4 LG,17:00,2017
09.10(일),-,잠실,두산 win 5 vs lose 1 LG,14:00,2017
09.12(화),-,잠실,롯데 win 2 vs lose 1 LG,18:30,2017
09.13(수),-,잠실,롯데 lose 1 vs win 3 LG,18:30,2017
09.14(목),-,수원,LG lose 11 vs win 12 KT,18:30,2017
09.15(금),-,수원,LG lose 4 vs win 5 KT,18:30,2017
09.16(토),-,잠실,한화 win 3 vs lose 1 LG,17:00,2017
09.17(일),-,잠실,한화 lose 1 vs win 8 LG,14:00,2017
09.19(화),-,잠실,KT win 15 vs lose 7 LG,18:30,2017
09.20(수),-,잠실,한화 win 2 vs lose 1 LG,18:30,2017
09.21(목),-,대구,LG lose 4 vs win 8 삼성,18:30,2017
09.22(금),-,대구,LG win 8 vs lose 4 삼성,18:30,2017
09.23(토),-,마산,LG win 11 vs lose 9 NC,17:00,2017
09.24(일),-,마산,LG lose 3 vs win 4 NC,14:00,2017
09.26(화),-,광주,LG lose 0 vs win 6 KIA,18:30,2017
09.28(목),-,수원,LG win 15 vs lose 6 KT,18:30,2017
09.29(금),-,잠실,두산 win 5 vs lose 3 LG,18:30,2017
09.30(토),-,잠실,삼성 lose 3 vs win 4 LG,17:00,2017
09.01(금),-,대전,KT win 6 vs lose 1 한화,18:30,2017
09.02(토),-,수원,SK win 15 vs lose 7 KT,17:00,2017
09.03(일),-,수원,SK lose 5 vs win 13 KT,14:00,2017
09.05(화),-,수원,넥센 lose 1 vs win 5 KT,18:30,2017
09.06(수),-,수원,넥센 lose 4 vs win 5 KT,18:30,2017
09.07(목),-,잠실,KT win 7 vs lose 3 두산,18:30,2017
09.08(금),-,잠실,KT lose 2 vs win 3 두산,18:30,2017
09.09(토),-,수원,롯데 lose 2 vs win 3 KT,17:00,2017
09.10(일),-,수원,롯데 win 7 vs lose 5 KT,14:00,2017
09.12(화),-,고척,KT win 3 vs lose 2 넥센,18:30,2017
09.13(수),-,고척,KT lose 0 vs win 8 넥센,18:30,2017
09.14(목),-,수원,LG lose 11 vs win 12 KT,18:30,2017
09.15(금),-,수원,LG lose 4 vs win 5 KT,18:30,2017
09.16(토),-,광주,KT lose 3 vs win 17 KIA,17:00,2017
09.17(일),-,광주,KT lose 3 vs win 4 KIA,14:00,2017
09.19(화),-,잠실,KT win 15 vs lose 7 LG,18:30,2017
09.21(목),-,수원,넥센 win 5 vs lose 3 KT,18:30,2017
09.23(토),-,광주,KT lose 3 vs win 8 KIA,17:00,2017
09.24(일),-,잠실,KT lose 4 vs win 6 두산,14:00,2017
09.27(수),-,수원,두산 lose 2 vs win 3 KT,18:30,2017
09.28(목),-,수원,LG win 15 vs lose 6 KT,18:30,2017
09.01(금),-,사직,NC lose 1 vs win 6 롯데,18:30,2017
09.02(토),-,마산,LG lose 0 vs win 6 NC,17:00,2017
09.03(일),-,마산,LG lose 0 vs win 5 NC,14:00,2017
09.05(화),-,대구,NC lose 3 vs win 9 삼성,18:30,2017
09.06(수),우천취소,대구,NCvs 삼성,18:30,2017
09.07(목),-,마산,SK lose 3 vs win 4 NC,18:30,2017
09.08(금),-,마산,SK lose 2 vs win 4 NC,18:30,2017
09.09(토),-,대전,NC lose 3 vs win 6 한화,17:00,2017
09.10(일),-,대전,NC win 11 vs lose 5 한화,14:00,2017
09.12(화),-,마산,두산 win 14 vs lose 13 NC,18:30,2017
09.13(수),-,마산,두산 win 13 vs lose 3 NC,18:30,2017
09.14(목),-,마산,삼성 same 11 vs same 11 NC,18:30,2017
09.15(금),-,마산,삼성 win 11 vs lose 3 NC,18:30,2017
09.16(토),-,마산,넥센 lose 14 vs win 15 NC,17:00,2017
09.17(일),-,마산,넥센 win 14 vs lose 6 NC,14:00,2017
09.20(수),-,마산,두산 win 3 vs lose 2 NC,18:30,2017
10.03(화),-,잠실,SK win 3 vs lose 2 두산,14:00,2017
09.23(토),-,마산,LG win 11 vs lose 9 NC,17:00,2017
09.24(일),-,마산,LG lose 3 vs win 4 NC,14:00,2017
09.27(수),-,대구,NC win 11 vs lose 1 삼성,18:30,2017
09.29(금),-,마산,넥센 lose 4 vs win 8 NC,18:30,2017
09.30(토),-,마산,넥센 lose 4 vs win 11 NC,17:00,2017
09.01(금),-,문학,삼성 lose 7 vs win 8 SK,18:30,2018
09.02(토),-,잠실,삼성 win 3 vs lose 2 두산,17:00,2018
09.03(일),-,잠실,삼성 lose 1 vs win 7 두산,14:00,2018
09.05(화),-,대구,NC lose 3 vs win 9 삼성,18:30,2018
09.06(수),우천취소,대구,NCvs 삼성,18:30,2018
09.07(목),-,사직,삼성 win 6 vs lose 5 롯데,18:30,2018
09.08(금),-,사직,삼성 lose 5 vs win 6 롯데,18:30,2018
09.09(토),-,광주,삼성 lose 5 vs win 6 KIA,17:00,2018
09.10(일),-,광주,삼성 win 9 vs lose 6 KIA,14:00,2018
09.12(화),-,대구,한화 win 6 vs lose 2 삼성,18:30,2018
09.13(수),-,대구,한화 lose 5 vs win 13 삼성,18:30,2018
09.14(목),-,마산,삼성 same 11 vs same 11 NC,18:30,2018
09.15(금),-,마산,삼성 win 11 vs lose 3 NC,18:30,2018
09.16(토),-,대구,두산 win 9 vs lose 5 삼성,17:00,2018
09.17(일),-,대구,두산 win 21 vs lose 8 삼성,14:00,2018
10.03(화),-,대구,넥센 lose 9 vs win 10 삼성,17:00,2018
09.21(목),-,대구,LG lose 4 vs win 8 삼성,18:30,2018
09.22(금),-,대구,LG win 8 vs lose 4 삼성,18:30,2018
09.23(토),-,대전,삼성 lose 7 vs win 8 한화,17:00,2018
09.27(수),-,대구,NC win 11 vs lose 1 삼성,18:30,2018
09.30(토),-,잠실,삼성 lose 3 vs win 4 LG,17:00,2018
10.01(일),-,수원,KIA lose 2 vs win 20 KT,14:00,2018
10.02(월),-,수원,KIA win 5 vs lose 3 KT,14:00,2018
10.03(화),-,수원,KIA win 10 vs lose 2 KT,14:00,2018
09.01(금),-,잠실,넥센 lose 2 vs win 6 LG,18:30,2018
09.02(토),-,고척,KIA win 7 vs lose 4 넥센,17:00,2018
09.03(일),-,고척,KIA lose 7 vs win 8 넥센,14:00,2018
09.05(화),-,수원,넥센 lose 1 vs win 5 KT,18:30,2018
09.06(수),-,수원,넥센 lose 4 vs win 5 KT,18:30,2018
09.07(목),-,고척,LG same 1 vs same 1 넥센,18:30,2018
09.08(금),-,고척,LG win 10 vs lose 9 넥센,18:30,2018
09.09(토),-,문학,넥센 lose 1 vs win 2 SK,17:00,2018
09.10(일),-,문학,넥센 lose 8 vs win 17 SK,14:00,2018
10.03(화),-,사직,LG lose 2 vs win 4 롯데,15:00,2018
09.12(화),-,고척,KT win 3 vs lose 2 넥센,18:30,2018
09.13(수),-,고척,KT lose 0 vs win 8 넥센,18:30,2018
09.14(목),-,대전,넥센 lose 2 vs win 10 한화,18:30,2018
09.15(금),-,대전,넥센 lose 4 vs win 6 한화,18:30,2018
09.16(토),-,마산,넥센 lose 14 vs win 15 NC,17:00,2018
09.17(일),-,마산,넥센 win 14 vs lose 6 NC,14:00,2018
09.21(목),-,수원,넥센 win 5 vs lose 3 KT,18:30,2018
10.01(일),-,대전,두산 win 6 vs lose 4 한화,14:00,2018
10.03(화),-,잠실,SK win 3 vs lose 2 두산,14:00,2018
09.23(토),-,사직,넥센 lose 2 vs win 7 롯데,17:00,2018
09.29(금),-,마산,넥센 lose 4 vs win 8 NC,18:30,2018
09.30(토),-,마산,넥센 lose 4 vs win 11 NC,17:00,2018
10.01(일),-,잠실,삼성 win 10 vs lose 3 LG,14:00,2018
10.03(화),-,사직,LG lose 2 vs win 4 롯데,15:00,2018
10.01(일),-,수원,KIA lose 2 vs win 20 KT,14:00,2018
10.02(월),-,수원,KIA win 5 vs lose 3 KT,14:00,2018
10.03(화),-,수원,KIA win 10 vs lose 2 KT,14:00,2018
10.03(화),-,대전,NC same 8 vs same 8 한화,15:00,2018
10.01(일),-,대전,두산 win 6 vs lose 4 한화,14:00,2018
10.03(화),-,대전,NC same 8 vs same 8 한화,15:00,2018
03.24(토),-,고척,한화 lose 3 vs win 6 넥센,14:00,2018
03.25(일),-,고척,한화 win 4 vs lose 1 넥센,14:00,2018
03.27(화),-,마산,한화 lose 6 vs win 9 NC,18:30,2018
03.28(수),-,마산,한화 win 6 vs lose 2 NC,18:30,2018
03.29(목),-,마산,한화 lose 1 vs win 4 NC,18:30,2018
03.30(금),-,대전,SK win 8 vs lose 4 한화,18:30,2018
03.31(토),-,대전,SK win 12 vs lose 1 한화,17:00,2018
03.24(토),-,고척,한화 lose 3 vs win 6 넥센,14:00,2018
03.25(일),-,고척,한화 win 4 vs lose 1 넥센,14:00,2018
03.27(화),-,고척,LG lose 4 vs win 5 넥센,18:30,2018
03.28(수),-,고척,LG win 9 vs lose 3 넥센,18:30,2018
03.29(목),-,고척,LG lose 4 vs win 9 넥센,18:30,2018
03.30(금),-,대구,넥센 win 10 vs lose 8 삼성,18:30,2018
03.31(토),-,대구,넥센 win 4 vs lose 2 삼성,17:00,2018
03.24(토),-,광주,KT win 5 vs lose 4 KIA,14:00,2018
03.25(일),-,광주,KT lose 1 vs win 14 KIA,14:00,2018
03.27(화),-,광주,삼성 lose 0 vs win 17 KIA,18:30,2018
03.28(수),-,광주,삼성 win 6 vs lose 0 KIA,18:30,2018
03.29(목),-,광주,삼성 lose 0 vs win 7 KIA,18:30,2018
03.30(금),-,잠실,KIA win 4 vs lose 3 LG,18:30,2018
03.31(토),-,잠실,KIA lose 4 vs win 6 LG,17:00,2018
10.01(일),-,잠실,삼성 win 10 vs lose 3 LG,14:00,2018
10.03(화),-,대구,넥센 lose 9 vs win 10 삼성,17:00,2018
03.24(토),-,잠실,삼성 win 6 vs lose 3 두산,14:00,2018
03.25(일),-,잠실,삼성 lose 4 vs win 5 두산,14:00,2018
03.27(화),-,광주,삼성 lose 0 vs win 17 KIA,18:30,2018
03.28(수),-,광주,삼성 win 6 vs lose 0 KIA,18:30,2018
03.29(목),-,광주,삼성 lose 0 vs win 7 KIA,18:30,2018
03.30(금),-,대구,넥센 win 10 vs lose 8 삼성,18:30,2018
03.31(토),-,대구,넥센 win 4 vs lose 2 삼성,17:00,2018
03.24(토),-,잠실,삼성 win 6 vs lose 3 두산,14:00,2018
03.25(일),-,잠실,삼성 lose 4 vs win 5 두산,14:00,2018
03.27(화),-,잠실,롯데 lose 0 vs win 5 두산,18:30,2018
03.28(수),-,잠실,롯데 lose 5 vs win 6 두산,18:30,2018
03.29(목),-,잠실,롯데 lose 1 vs win 4 두산,18:30,2018
03.30(금),-,수원,두산 win 6 vs lose 2 KT,19:00,2018
03.31(토),-,수원,두산 lose 8 vs win 20 KT,17:00,2018
09.01(금),-,광주,두산 lose 3 vs win 5 KIA,18:30,2018
09.02(토),-,고척,KIA win 7 vs lose 4 넥센,17:00,2018
09.03(일),-,고척,KIA lose 7 vs win 8 넥센,14:00,2018
09.05(화),-,잠실,KIA lose 3 vs win 4 LG,18:30,2018
09.06(수),-,잠실,KIA lose 0 vs win 6 LG,18:30,2018
09.07(목),-,광주,한화 win 11 vs lose 2 KIA,18:30,2018
09.08(금),-,광주,한화 lose 5 vs win 9 KIA,18:30,2018
09.09(토),-,광주,삼성 lose 5 vs win 6 KIA,17:00,2018
09.10(일),-,광주,삼성 win 9 vs lose 6 KIA,14:00,2018
09.12(화),-,문학,KIA win 6 vs lose 2 SK,18:30,2018
09.13(수),-,문학,KIA lose 10 vs win 15 SK,18:30,2018
09.14(목),-,사직,KIA win 11 vs lose 2 롯데,18:30,2018
09.15(금),-,사직,KIA lose 3 vs win 4 롯데,18:30,2018
09.16(토),-,광주,KT lose 3 vs win 17 KIA,17:00,2018
09.17(일),-,광주,KT lose 3 vs win 4 KIA,14:00,2018
09.19(화),-,광주,SK win 7 vs lose 4 KIA,18:30,2018
09.20(수),-,광주,SK win 4 vs lose 3 KIA,18:30,2018
03.24(토),-,광주,KT win 5 vs lose 4 KIA,14:00,2018
03.25(일),-,광주,KT lose 1 vs win 14 KIA,14:00,2018
03.27(화),-,문학,KT lose 5 vs win 8 SK,18:30,2018
03.28(수),-,문학,KT win 8 vs lose 5 SK,18:30,2018
03.29(목),-,문학,KT win 7 vs lose 1 SK,18:30,2018
09.22(금),-,광주,두산 win 6 vs lose 0 KIA,18:30,2018
09.23(토),-,광주,KT lose 3 vs win 8 KIA,17:00,2018
09.24(일),-,광주,한화 win 5 vs lose 0 KIA,14:00,2018
03.30(금),-,수원,두산 win 6 vs lose 2 KT,19:00,2018
03.31(토),-,수원,두산 lose 8 vs win 20 KT,17:00,2018
09.26(화),-,광주,LG lose 0 vs win 6 KIA,18:30,2018
09.28(목),-,대전,KIA win 7 vs lose 4 한화,18:30,2018
09.29(금),-,대전,KIA win 7 vs lose 2 한화,18:30,2018
03.24(토),-,마산,LG lose 2 vs win 4 NC,14:00,2018
03.25(일),-,마산,LG lose 1 vs win 7 NC,14:00,2018
03.27(화),-,마산,한화 lose 6 vs win 9 NC,18:30,2018
03.28(수),-,마산,한화 win 6 vs lose 2 NC,18:30,2018
03.29(목),-,마산,한화 lose 1 vs win 4 NC,18:30,2018
03.30(금),-,사직,NC win 7 vs lose 5 롯데,18:30,2018
03.31(토),-,사직,NC win 10 vs lose 5 롯데,17:00,2018
04.01(일),-,대전,SK win 13 vs lose 1 한화,14:00,2018
04.03(화),-,문학,KIA lose 3 vs win 13 SK,18:30,2018
04.04(수),-,문학,KIA win 9 vs lose 6 SK,18:30,2018
04.05(목),우천취소,문학,KIAvs SK,18:30,2018
04.06(금),미세먼지취소,문학,삼성vs SK,18:30,2018
04.07(토),-,문학,삼성 lose 3 vs win 4 SK,17:00,2018
04.08(일),-,문학,삼성 win 12 vs lose 4 SK,14:00,2018
04.10(화),-,잠실,SK win 4 vs lose 1 LG,18:30,2018
04.11(수),-,잠실,SK lose 0 vs win 3 LG,18:30,2018
04.12(목),-,잠실,SK lose 4 vs win 5 LG,18:30,2018
04.13(금),-,문학,NC lose 2 vs win 4 SK,18:30,2018
04.14(토),-,문학,NC lose 0 vs win 7 SK,17:00,2018
04.15(일),-,문학,NC lose 2 vs win 3 SK,14:00,2018
04.17(화),-,수원,SK win 9 vs lose 5 KT,18:30,2018
04.18(수),-,수원,SK win 8 vs lose 3 KT,18:30,2018
04.19(목),-,수원,SK win 6 vs lose 5 KT,18:30,2018
04.20(금),-,사직,SK lose 5 vs win 10 롯데,18:30,2018
04.21(토),-,사직,SK lose 3 vs win 4 롯데,17:00,2018
04.22(일),-,사직,SK win 10 vs lose 4 롯데,14:00,2018
04.24(화),-,문학,두산 win 10 vs lose 9 SK,18:30,2018
04.25(수),-,문학,두산 lose 6 vs win 7 SK,18:30,2018
04.26(목),-,문학,두산 lose 4 vs win 5 SK,18:30,2018
04.27(금),-,고척,SK win 8 vs lose 3 넥센,18:30,2018
04.28(토),-,고척,SK win 6 vs lose 4 넥센,17:00,2018
04.29(일),-,고척,SK lose 5 vs win 8 넥센,14:00,2018
04.01(일),-,대전,SK win 13 vs lose 1 한화,14:00,2018
04.03(화),-,대전,롯데 lose 11 vs win 17 한화,18:30,2018
04.04(수),-,대전,롯데 lose 6 vs win 7 한화,18:30,2018
04.05(목),우천취소,대전,롯데vs 한화,18:30,2018
04.06(금),미세먼지취소,수원,한화vs KT,18:30,2018
04.07(토),-,수원,한화 lose 2 vs win 10 KT,17:00,2018
04.08(일),-,수원,한화 win 12 vs lose 8 KT,14:00,2018
04.10(화),-,대전,KIA lose 3 vs win 4 한화,18:30,2018
04.11(수),-,대전,KIA lose 4 vs win 6 한화,18:30,2018
04.12(목),-,대전,KIA lose 4 vs win 15 한화,18:30,2018
04.13(금),-,대전,삼성 win 4 vs lose 2 한화,18:30,2018
04.14(토),-,대전,삼성 lose 2 vs win 14 한화,17:00,2018
04.15(일),-,대전,삼성 lose 4 vs win 7 한화,14:00,2018
04.17(화),-,잠실,한화 win 5 vs lose 2 두산,18:30,2018
04.18(수),-,잠실,한화 lose 4 vs win 5 두산,18:30,2018
04.19(목),-,잠실,한화 lose 2 vs win 5 두산,18:30,2018
04.20(금),-,대전,넥센 win 6 vs lose 1 한화,18:30,2018
04.21(토),-,대전,넥센 win 4 vs lose 3 한화,17:00,2018
04.22(일),-,대전,넥센 win 10 vs lose 1 한화,14:00,2018
04.24(화),우천취소,광주,한화vs KIA,18:30,2018
04.25(수),-,광주,한화 win 3 vs lose 2 KIA,18:30,2018
04.26(목),-,광주,한화 win 3 vs lose 1 KIA,18:30,2018
04.27(금),-,사직,한화 lose 3 vs win 5 롯데,18:30,2018
04.28(토),-,사직,한화 win 4 vs lose 2 롯데,17:00,2018
04.29(일),-,사직,한화 lose 3 vs win 4 롯데,14:00,2018
08.01(화),-,대구,두산 win 12 vs lose 5 삼성,18:30,2018
08.02(수),-,대구,두산 win 5 vs lose 2 삼성,18:30,2018
08.03(목),-,대구,두산 win 14 vs lose 4 삼성,18:30,2018
08.04(금),-,마산,삼성 win 4 vs lose 3 NC,18:30,2018
08.05(토),-,마산,삼성 win 9 vs lose 3 NC,18:00,2018
08.06(일),-,마산,삼성 lose 1 vs win 4 NC,18:00,2018
08.08(화),-,대구,LG win 10 vs lose 8 삼성,18:30,2018
08.09(수),-,대구,LG lose 4 vs win 7 삼성,18:30,2018
08.10(목),우천취소,대전,삼성vs 한화,18:30,2018
08.11(금),-,대전,삼성 lose 3 vs win 8 한화,18:30,2018
08.12(토),-,대구,롯데 lose 7 vs win 13 삼성,18:00,2018
08.13(일),-,대구,롯데 win 9 vs lose 7 삼성,18:00,2018
08.15(화),우천취소,대구,넥센vs 삼성,18:00,2018
08.16(수),-,대구,넥센 win 6 vs lose 5 삼성,18:30,2018
08.17(목),-,수원,삼성 win 6 vs lose 4 KT,18:30,2018
08.18(금),-,수원,삼성 win 5 vs lose 1 KT,18:30,2018
08.19(토),-,잠실,삼성 lose 4 vs win 6 LG,18:00,2018
08.20(일),우천취소,잠실,삼성vs LG,18:00,2018
08.22(화),-,고척,삼성 lose 5 vs win 11 넥센,18:30,2018
08.23(수),-,고척,삼성 lose 1 vs win 5 넥센,18:30,2018
08.24(목),-,대구,SK win 9 vs lose 7 삼성,18:30,2018
08.25(금),-,대구,SK win 7 vs lose 5 삼성,18:30,2018
08.26(토),-,대구,KT lose 8 vs win 14 삼성,18:00,2018
08.27(일),-,대구,KT win 3 vs lose 2 삼성,18:00,2018
08.29(화),-,대구,KIA win 10 vs lose 9 삼성,18:30,2018
08.30(수),-,대구,KIA win 5 vs lose 1 삼성,18:30,2018
08.31(목),-,문학,삼성 lose 4 vs win 5 SK,18:30,2018
04.01(일),-,잠실,KIA lose 5 vs win 6 LG,14:00,2018
04.03(화),-,문학,KIA lose 3 vs win 13 SK,18:30,2018
04.04(수),-,문학,KIA win 9 vs lose 6 SK,18:30,2018
04.05(목),우천취소,문학,KIAvs SK,18:30,2018
04.06(금),-,광주,넥센 lose 5 vs win 11 KIA,18:30,2018
04.07(토),-,광주,넥센 lose 1 vs win 5 KIA,17:00,2018
04.08(일),-,광주,넥센 lose 3 vs win 4 KIA,14:00,2018
04.10(화),-,대전,KIA lose 3 vs win 4 한화,18:30,2018
04.11(수),-,대전,KIA lose 4 vs win 6 한화,18:30,2018
04.12(목),-,대전,KIA lose 4 vs win 15 한화,18:30,2018
04.13(금),-,광주,롯데 win 8 vs lose 4 KIA,18:30,2018
04.14(토),우천취소,광주,롯데vs KIA,17:00,2018
04.15(일),미세먼지취소,광주,롯데vs KIA,14:00,2018
04.17(화),-,광주,LG lose 4 vs win 5 KIA,18:30,2018
04.18(수),-,광주,LG lose 3 vs win 4 KIA,18:30,2018
04.19(목),-,광주,LG lose 4 vs win 8 KIA,18:30,2018
04.20(금),-,잠실,KIA lose 4 vs win 6 두산,18:30,2018
04.21(토),-,잠실,KIA lose 5 vs win 10 두산,17:00,2018
04.22(일),-,잠실,KIA win 14 vs lose 4 두산,14:00,2018
04.24(화),우천취소,광주,한화vs KIA,18:30,2018
04.25(수),-,광주,한화 win 3 vs lose 2 KIA,18:30,2018
04.26(목),-,광주,한화 win 3 vs lose 1 KIA,18:30,2018
04.27(금),-,수원,KIA win 8 vs lose 3 KT,18:30,2018
04.28(토),-,수원,KIA lose 2 vs win 9 KT,17:00,2018
04.29(일),-,수원,KIA lose 3 vs win 5 KT,14:00,2018
04.01(일),-,대구,넥센 lose 5 vs win 6 삼성,14:00,2018
04.03(화),-,마산,삼성 lose 3 vs win 4 NC,18:30,2018
04.04(수),-,마산,삼성 lose 1 vs win 4 NC,18:30,2018
04.05(목),-,마산,삼성 win 4 vs lose 1 NC,18:30,2018
04.06(금),미세먼지취소,문학,삼성vs SK,18:30,2018
04.07(토),-,문학,삼성 lose 3 vs win 4 SK,17:00,2018
04.08(일),-,문학,삼성 win 12 vs lose 4 SK,14:00,2018
04.10(화),-,대구,두산 win 8 vs lose 1 삼성,18:30,2018
04.11(수),-,대구,두산 win 7 vs lose 6 삼성,18:30,2018
04.12(목),-,대구,두산 win 9 vs lose 3 삼성,18:30,2018
04.13(금),-,대전,삼성 win 4 vs lose 2 한화,18:30,2018
04.14(토),-,대전,삼성 lose 2 vs win 14 한화,17:00,2018
04.15(일),-,대전,삼성 lose 4 vs win 7 한화,14:00,2018
04.17(화),-,사직,삼성 win 11 vs lose 6 롯데,18:30,2018
04.18(수),-,사직,삼성 lose 7 vs win 9 롯데,18:30,2018
04.19(목),-,사직,삼성 win 6 vs lose 0 롯데,18:30,2018
04.20(금),-,대구,KT win 5 vs lose 4 삼성,18:30,2018
04.21(토),-,대구,KT lose 1 vs win 4 삼성,17:00,2018
04.22(일),-,대구,KT win 6 vs lose 4 삼성,14:00,2018
04.24(화),-,대구,NC lose 2 vs win 7 삼성,18:30,2018
04.25(수),-,대구,NC win 9 vs lose 2 삼성,18:30,2018
04.26(목),-,대구,NC win 5 vs lose 2 삼성,18:30,2018
04.27(금),-,잠실,삼성 lose 2 vs win 9 LG,18:30,2018
04.28(토),-,잠실,삼성 lose 4 vs win 6 LG,17:00,2018
04.29(일),-,잠실,삼성 win 8 vs lose 7 LG,14:00,2018
04.01(일),-,사직,NC lose 2 vs win 3 롯데,14:00,2018
04.03(화),-,대전,롯데 lose 11 vs win 17 한화,18:30,2018
04.04(수),-,대전,롯데 lose 6 vs win 7 한화,18:30,2018
